Date,Close,High,Low,Open,Volume,avg_sentiment,tweet_count,next_day_change,5_day_ma,10_day_volatility,daily_return,sentiment_lag1,sentiment_ma3
2021-09-30,258.49334716796875,263.0433349609375,258.3333435058594,260.3333435058594,53868000.0,0.1300811548019881,90.0,-0.0003352887910834,,,,,
2021-10-01,258.4066772460937,260.260009765625,254.52999877929688,259.4666748046875,51094200.0,0.1134929141977014,94.0,0.0081396213981275,,,-0.00033528879108346565,0.1300811548019881,
2021-10-04,260.510009765625,268.989990234375,258.7066650390625,265.5,91449900.0,0.0909010851815473,119.0,-0.001202850103416,,,0.008139621398127517,0.1134929141977014,0.11149171806041226
2021-10-05,260.1966552734375,265.7699890136719,258.0666809082031,261.6000061035156,55297800.0,0.101175755116096,88.0,0.0027671424905384,,,-0.001202850103416031,0.0909010851815473,0.10185658483178156
2021-10-06,260.9166564941406,262.2200012207031,257.739990234375,258.7333374023437,43898400.0,0.1586820432653766,78.0,0.0138742603994963,259.7046691894531,,0.0027671424905384434,0.101175755116096,0.11691962785433996
2021-10-07,264.53668212890625,268.3333435058594,261.1266784667969,261.82000732421875,57587400.0,0.131775273590967,137.0,-0.0102318345223733,260.9133361816406,,0.013874260399496352,0.1586820432653766,0.13054435732414651
2021-10-08,261.8299865722656,265.4599914550781,260.3033447265625,265.4033203125,50215800.0,0.1236335845224734,90.0,0.0082115285655759,261.597998046875,,-0.010231834522373306,0.131775273590967,0.13803030045960565
2021-10-11,263.9800109863281,267.0799865722656,261.8333435058594,262.54998779296875,42600900.0,0.1137790707621534,95.0,0.0174002673033608,262.2919982910156,,0.008211528565575943,0.1236335845224734,0.12306264295853127
2021-10-12,268.5733337402344,270.7733459472656,265.5233459472656,266.9766540527344,66060000.0,0.1143226158902895,115.0,0.00665237902232,263.967333984375,,0.01740026730336086,0.1137790707621534,0.11724509039163877
2021-10-13,270.3599853515625,271.8033447265625,268.59332275390625,270.1566772460937,42360300.0,0.1017915609294919,87.0,0.0089264710995042,265.8559997558594,4.072227014144625,0.006652379022320076,0.1143226158902895,0.10996441586064493
2021-10-14,272.7733459472656,273.4166564941406,271.1166687011719,271.8299865722656,36741600.0,0.0961773576890399,107.0,0.0301959995019152,267.5033325195312,4.834338715665192,0.008926471099504285,0.1017915609294919,0.1040971781696071
2021-10-15,281.010009765625,281.07000732421875,274.1166687011719,274.5799865722656,56773800.0,0.0915585448719251,142.0,0.0321222449364344,271.33933715820314,6.73204183039249,0.030195999501915205,0.0961773576890399,0.09650915449681896
2021-10-18,290.03668212890625,291.7533264160156,283.8233337402344,283.92999267578125,72621600.0,0.1220001129376129,148.0,-0.0067118606402704,276.55067138671876,9.66463629406009,0.03212224493643445,0.0915585448719251,0.10324533849952595
2021-10-19,288.0899963378906,292.6499938964844,287.5033264160156,292.510009765625,52143300.0,0.096339921858895,112.0,0.0017703140411262,280.45400390625,10.678468022534604,-0.006711860640270406,0.1220001129376129,0.10329952655614434
2021-10-20,288.6000061035156,289.8299865722656,285.7933349609375,288.45001220703125,42096300.0,0.1119272967772967,174.0,0.0325710107334951,284.1020080566406,11.00851177979613,0.0017703140411262641,0.096339921858895,0.11008911052460153
2021-10-21,298.0,300.0,285.1666564941406,285.3333435058594,94444500.0,0.0954295334295334,180.0,0.0175391075595112,289.1473388671875,12.470546620853247,0.03257101073349511,0.1119272967772967,0.10123225068857504
2021-10-22,303.2266540527344,303.3333435058594,296.9866638183594,298.5,68642400.0,0.1071842199716451,167.0,0.1266159836258198,293.5906677246094,13.233969349809147,0.01753910755951127,0.0954295334295334,0.10484701672615841
2021-10-25,341.6199951171875,348.3399963378906,314.7333374023437,316.84332275390625,188556300.0,0.0982319841225221,462.0,-0.0062740503925067,303.90733032226564,21.424448751001446,0.12661598362581983,0.1071842199716451,0.1002819125079002
2021-10-26,339.4766540527344,364.9800109863281,333.8133239746094,341.5633239746094,187245000.0,0.1302347075193713,238.0,0.0190784388057105,314.1846618652344,24.9102798565743,-0.006274050392506725,0.0982319841225221,0.11188363720451283
2021-10-27,345.9533386230469,356.9599914550781,343.59332275390625,346.5533447265625,115579500.0,0.1127180117695654,177.0,0.0377507487297992,325.65532836914065,27.18603189446211,0.019078438805710585,0.1302347075193713,0.11372823447048626
2021-10-28,359.0133361816406,360.3333435058594,351.3999938964844,356.10333251953125,81639600.0,0.096926155294441,125.0,0.0343162943617936,337.8579956054688,29.453918694660498,0.03775074872979922,0.1127180117695654,0.11329295819445924
2021-10-29,371.3333435058594,371.7366638183594,357.7366638183594,360.6199951171875,89755200.0,0.086680030290669,189.0,0.0849102277797451,351.4793334960938,32.11192890973164,0.03431629436179362,0.096926155294441,0.09877473245155848
2021-11-01,402.86334228515625,403.25,372.88665771484375,381.6666564941406,168146100.0,0.1088129128949463,261.0,-0.0302749952920325,363.7280029296875,38.59202573450493,0.0849102277797451,0.086680030290669,0.09747303282668542
2021-11-02,390.6666564941406,402.86334228515625,382.0,386.4533386230469,128213400.0,0.0813566559908023,205.0,0.0357167380197345,373.96600341796875,38.71934737570961,-0.03027499529203259,0.1088129128949463,0.09228319972547254
2021-11-03,404.6199951171875,405.1300048828125,384.2066650390625,392.4433288574219,103885500.0,0.1037429265179265,130.0,0.0132222978796836,385.6993347167969,37.61614792953497,0.03571673801973452,0.0813566559908023,0.09797083180122503
2021-11-04,409.9700012207031,414.4966735839844,405.6666564941406,411.4700012207031,76192200.0,0.1117138579789586,149.0,-0.006358169933862,395.8906677246094,35.122108508888935,0.013222297879683653,0.1037429265179265,0.09893781349589581
2021-11-05,407.36334228515625,413.2900085449219,402.6666564941406,409.3333435058594,64886400.0,0.1248124283903778,89.0,-0.0484007095338629,403.09666748046874,29.070700574339135,-0.006358169933862068,0.1117138579789586,0.11342307096242095
2021-11-08,387.6466674804688,399.0,377.6666564941406,383.2633361816406,100337100.0,0.0830050172561693,217.0,-0.1199030325435985,400.05333251953124,26.308428317355535,-0.048400709533862996,0.1248124283903778,0.10651043454183523
2021-11-09,341.1666564941406,391.5,337.17333984375,391.2000122070313,177317400.0,0.07781591172325,201.0,0.0434294519296247,390.15333251953126,26.00942463561379,-0.11990303254359858,0.0830050172561693,0.0952111191232657
2021-11-10,355.9833374023437,359.3666687011719,329.10333251953125,336.8033447265625,128408100.0,0.0826464551028043,189.0,-0.0041575288246014,380.4260009765625,24.61855541911855,0.043429451929624774,0.07781591172325,0.08115579469407454
2021-11-11,354.5033264160156,368.3233337402344,351.5599975585937,367.5899963378906,67189800.0,0.1177499482367031,151.0,-0.0282931020159921,369.332666015625,25.143788826417932,-0.004157528824601409,0.0826464551028043,0.09273743835425247
2021-11-12,344.47332763671875,351.5,339.7333374023437,349.1666564941406,76719300.0,0.1084105707313071,129.0,-0.0193822444993675,356.7546630859375,27.779043550552558,-0.02829310201599211,0.1177499482367031,0.10293565802360483
2021-11-15,337.7966613769531,343.99334716796875,326.20001220703125,339.2099914550781,104326800.0,0.0718251579178731,151.0,0.0407937684260282,346.7846618652344,29.383339937033426,-0.01938224449936754,0.1084105707313071,0.09932855896196109
2021-11-16,351.57666015625,352.3999938964844,334.0599975585937,334.4366760253906,79627200.0,0.1018043740282112,129.0,0.0325012082846662,348.8666625976563,29.433973468196104,0.04079376842602822,0.0718251579178731,0.09401336755913046
2021-11-17,363.0033264160156,373.21331787109375,351.8333435058594,354.5033264160156,94336200.0,0.1071357716084854,113.0,0.0067676102677005,350.2706604003906,26.73669820168764,0.032501208284666294,0.1018043740282112,0.09358843451818989
2021-11-18,365.4599914550781,370.6666564941406,358.3399963378906,368.8500061035156,62696700.0,0.0590167947768859,128.0,0.0371039180092043,352.4619934082031,21.716517437859668,0.006767610267700563,0.1071357716084854,0.08931898013786084
2021-11-19,379.0199890136719,379.5733337402344,364.23333740234375,366.2900085449219,64926900.0,0.0960902956197671,123.0,0.0174221220804611,359.37132568359374,16.102001445311917,0.03710391800920432,0.0590167947768859,0.08741428733504614
2021-11-22,385.6233215332031,400.6499938964844,377.4766540527344,387.4433288574219,99217500.0,0.1302503006945691,124.0,-0.0413529327272921,368.93665771484376,15.696562188074042,0.017422122080461122,0.0960902956197671,0.0951191303637407
2021-11-23,369.6766662597656,393.5,354.2333374023437,389.1700134277344,108515100.0,0.1210418584942394,126.0,0.0062847724844008,372.55665893554686,14.896251496721616,-0.041352932727292124,0.1302503006945691,0.11579415160285854
2021-11-24,372.0,377.5899963378906,354.0,360.1300048828125,67680600.0,0.0747858995690628,98.0,-0.030537595031082,374.3559936523437,15.189546809920179,0.006284772484400847,0.1210418584942394,0.10869268625262375
2021-11-26,360.6400146484375,369.5933227539063,360.3333435058594,366.489990234375,35042700.0,0.0213086737655703,87.0,0.0509002279002275,373.3919982910156,14.961205243900537,-0.030537595031082,0.0747858995690628,0.07237881060962416
2021-11-29,378.9966735839844,380.8900146484375,366.7300109863281,366.9966735839844,58393500.0,0.0944879452353679,97.0,0.0068338234037736,373.3873352050781,14.193306292391695,0.050900227900227524,0.0213086737655703,0.06352750619000032
2021-11-30,381.586669921875,389.3333435058594,372.6666564941406,381.4566650390625,81276000.0,0.1024907638792478,98.0,-0.0434676345619486,372.5800048828125,10.726846951664852,0.006833823403773698,0.0944879452353679,0.07276246096006199
2021-12-01,365.0,390.9466552734375,363.586669921875,386.8999938964844,68450400.0,0.1013891555304598,115.0,-0.0094977391909246,371.64467163085936,8.71008659217667,-0.04346763456194869,0.1024907638792478,0.09945595488169183
2021-12-02,361.5333251953125,371.0,352.2166748046875,366.3533325195313,73114800.0,0.0845523145038231,116.0,-0.0641987607713322,369.55133666992185,8.891203441221837,-0.00949773919092467,0.1013891555304598,0.0961440779711769
2021-12-03,338.3233337402344,363.5266723632813,333.4033203125,361.5966796875,92322000.0,0.0869511661178327,117.0,-0.005872086315763,365.08800048828124,13.851085243419499,-0.06419876077133224,0.0845523145038231,0.09096421205070519
2021-12-06,336.336669921875,340.5466613769531,316.8333435058594,333.836669921875,81663000.0,0.1107604040005696,161.0,0.042358371411876,356.5559997558594,16.771229935464188,-0.005872086315763081,0.0869511661178327,0.0940879615407418
2021-12-07,350.5833435058594,352.5566711425781,342.2699890136719,348.0666809082031,56084700.0,0.1096738113675459,116.0,0.0163631955842291,350.35533447265624,15.596368621511866,0.04235837141187604,0.1107604040005696,0.1024617938286494
2021-12-08,356.32000732421875,357.4599914550781,344.3333435058594,350.9033203125,41906400.0,0.1234696580652463,102.0,-0.0609564458190524,348.6193359375,15.385748082894658,0.016363195584229162,0.1096738113675459,0.11463462447778726
2021-12-09,334.6000061035156,354.163330078125,334.1199951171875,353.5466613769531,59438400.0,0.0824464381240082,107.0,0.0131799270223116,343.2326721191406,16.672161806348782,-0.06095644581905246,0.1234696580652463,0.1051966358522668
2021-12-10,339.010009765625,340.32666015625,327.510009765625,336.25,59664300.0,0.1016320749204923,109.0,-0.0497724302077295,343.37000732421876,17.444996890903393,0.013179927022311633,0.0824464381240082,0.10251605703658224
2021-12-13,322.1366577148437,335.0,317.1400146484375,333.6966552734375,78595500.0,0.1056544407822816,132.0,-0.0081745781976763,340.5300048828125,17.73924190742873,-0.04977243020772959,0.1016320749204923,0.09657765127559403
2021-12-14,319.5033264160156,322.1366577148437,310.0,315.0,70806300.0,0.0695330147609283,133.0,0.0182366181335567,334.3140014648437,15.628005435075085,-0.008174578197676308,0.1056544407822816,0.09227317682123405
2021-12-15,325.3299865722656,326.25,309.4166564941406,317.7366638183594,75169200.0,0.1036521477277779,102.0,-0.0502771327902586,328.1159973144531,14.205561906372786,0.018236618133556703,0.0695330147609283,0.09294653442366259
2021-12-16,308.97332763671875,331.6600036621094,307.2833251953125,331.5,82771500.0,0.0832479188290591,114.0,0.0060954494461815,322.99066162109375,14.404112047955573,-0.050277132790258694,0.1036521477277779,0.08547769377258842
2021-12-17,310.8566589355469,320.2200012207031,303.0133361816406,304.92333984375,100437300.0,0.1012629561523366,113.0,-0.0349892712173617,317.3599914550781,15.846443972389086,0.006095449446181567,0.0832479188290591,0.09605434090305785
2021-12-20,299.9800109863281,307.2300109863281,297.7966613769531,303.5666809082031,56480100.0,0.0607213993341444,102.0,0.0428805630257957,312.928662109375,18.304201356092715,-0.03498927121736173,0.1012629561523366,0.08174409143851337
2021-12-21,312.84332275390625,313.1666564941406,295.3733215332031,305.6233215332031,71517900.0,0.1145917084005319,102.0,0.0749470552371662,311.59666137695314,16.655898753927794,0.04288056302579579,0.0607213993341444,0.09219202129567096
2021-12-22,336.2900085449219,338.5533447265625,319.01666259765625,321.8866577148437,93634200.0,0.081919505145553,167.0,0.0576188630553096,313.7886657714844,13.00112217578984,0.07494705523716627,0.1145917084005319,0.08574420429340977
2021-12-23,355.6666564941406,357.6600036621094,332.5199890136719,335.6000061035156,92713200.0,0.1085656210372119,154.0,0.0252483914990668,323.12733154296876,16.65235238806017,0.05761886305530961,0.081919505145553,0.10169227819443226
2021-12-27,364.6466674804688,372.3333435058594,356.9066772460937,357.8900146484375,71145900.0,0.121770793422733,116.0,-0.0050002753427935,333.8853332519531,20.83022186845076,0.02524839149906688,0.1085656210372119,0.10408530653516596
