Date,Close,High,Low,Open,Volume,avg_sentiment,tweet_count,next_day_change
2021-09-30,258.49334716796875,263.0433349609375,258.3333435058594,260.3333435058594,53868000.0,0.13008115480198815,90.0,-0.00033528879108346565
2021-10-01,258.4066772460937,260.260009765625,254.52999877929688,259.4666748046875,51094200.0,0.11349291419770142,94.0,0.008139621398127517
2021-10-04,260.510009765625,268.989990234375,258.7066650390625,265.5,91449900.0,0.09090108518154737,119.0,-0.001202850103416031
2021-10-05,260.1966552734375,265.7699890136719,258.0666809082031,261.6000061035156,55297800.0,0.10117575511609603,88.0,0.0027671424905384434
2021-10-06,260.9166564941406,262.2200012207031,257.739990234375,258.7333374023437,43898400.0,0.1586820432653766,78.0,0.013874260399496352
2021-10-07,264.53668212890625,268.3333435058594,261.1266784667969,261.82000732421875,57587400.0,0.13177527359096702,137.0,-0.010231834522373306
2021-10-08,261.8299865722656,265.4599914550781,260.3033447265625,265.4033203125,50215800.0,0.1236335845224734,90.0,0.008211528565575943
2021-10-11,263.9800109863281,267.0799865722656,261.8333435058594,262.54998779296875,42600900.0,0.11377907076215346,95.0,0.01740026730336086
2021-10-12,268.5733337402344,270.7733459472656,265.5233459472656,266.9766540527344,66060000.0,0.11432261589028951,115.0,0.006652379022320076
2021-10-13,270.3599853515625,271.8033447265625,268.59332275390625,270.1566772460937,42360300.0,0.10179156092949196,87.0,0.008926471099504285
2021-10-14,272.7733459472656,273.4166564941406,271.1166687011719,271.8299865722656,36741600.0,0.09617735768903993,107.0,0.030195999501915205
2021-10-15,281.010009765625,281.07000732421875,274.1166687011719,274.5799865722656,56773800.0,0.09155854487192516,142.0,0.03212224493643445
2021-10-18,290.03668212890625,291.7533264160156,283.8233337402344,283.92999267578125,72621600.0,0.12200011293761293,148.0,-0.006711860640270406
2021-10-19,288.0899963378906,292.6499938964844,287.5033264160156,292.510009765625,52143300.0,0.09633992185889508,112.0,0.0017703140411262641
2021-10-20,288.6000061035156,289.8299865722656,285.7933349609375,288.45001220703125,42096300.0,0.11192729677729678,174.0,0.03257101073349511
2021-10-21,298.0,300.0,285.1666564941406,285.3333435058594,94444500.0,0.09542953342953342,180.0,0.01753910755951127
2021-10-22,303.2266540527344,303.3333435058594,296.9866638183594,298.5,68642400.0,0.10718421997164512,167.0,0.12661598362581983
2021-10-25,341.6199951171875,348.3399963378906,314.7333374023437,316.84332275390625,188556300.0,0.09823198412252215,462.0,-0.006274050392506725
2021-10-26,339.4766540527344,364.9800109863281,333.8133239746094,341.5633239746094,187245000.0,0.13023470751937138,238.0,0.019078438805710585
2021-10-27,345.9533386230469,356.9599914550781,343.59332275390625,346.5533447265625,115579500.0,0.11271801176956545,177.0,0.03775074872979922
2021-10-28,359.0133361816406,360.3333435058594,351.3999938964844,356.10333251953125,81639600.0,0.096926155294441,125.0,0.03431629436179362
2021-10-29,371.3333435058594,371.7366638183594,357.7366638183594,360.6199951171875,89755200.0,0.086680030290669,189.0,0.0849102277797451
2021-11-01,402.86334228515625,403.25,372.88665771484375,381.6666564941406,168146100.0,0.1088129128949463,261.0,-0.03027499529203259
2021-11-02,390.6666564941406,402.86334228515625,382.0,386.4533386230469,128213400.0,0.08135665599080234,205.0,0.03571673801973452
2021-11-03,404.6199951171875,405.1300048828125,384.2066650390625,392.4433288574219,103885500.0,0.1037429265179265,130.0,0.013222297879683653
2021-11-04,409.9700012207031,414.4966735839844,405.6666564941406,411.4700012207031,76192200.0,0.11171385797895865,149.0,-0.006358169933862068
2021-11-05,407.36334228515625,413.2900085449219,402.6666564941406,409.3333435058594,64886400.0,0.12481242839037782,89.0,-0.048400709533862996
2021-11-08,387.6466674804688,399.0,377.6666564941406,383.2633361816406,100337100.0,0.08300501725616934,217.0,-0.11990303254359858
2021-11-09,341.1666564941406,391.5,337.17333984375,391.2000122070313,177317400.0,0.07781591172325003,201.0,0.043429451929624774
2021-11-10,355.9833374023437,359.3666687011719,329.10333251953125,336.8033447265625,128408100.0,0.0826464551028043,189.0,-0.004157528824601409
2021-11-11,354.5033264160156,368.3233337402344,351.5599975585937,367.5899963378906,67189800.0,0.11774994823670319,151.0,-0.02829310201599211
2021-11-12,344.47332763671875,351.5,339.7333374023437,349.1666564941406,76719300.0,0.10841057073130717,129.0,-0.01938224449936754
2021-11-15,337.7966613769531,343.99334716796875,326.20001220703125,339.2099914550781,104326800.0,0.07182515791787314,151.0,0.04079376842602822
2021-11-16,351.57666015625,352.3999938964844,334.0599975585937,334.4366760253906,79627200.0,0.10180437402821124,129.0,0.032501208284666294
2021-11-17,363.0033264160156,373.21331787109375,351.8333435058594,354.5033264160156,94336200.0,0.10713577160848547,113.0,0.006767610267700563
2021-11-18,365.4599914550781,370.6666564941406,358.3399963378906,368.8500061035156,62696700.0,0.05901679477688592,128.0,0.03710391800920432
2021-11-19,379.0199890136719,379.5733337402344,364.23333740234375,366.2900085449219,64926900.0,0.09609029561976716,123.0,0.017422122080461122
2021-11-22,385.6233215332031,400.6499938964844,377.4766540527344,387.4433288574219,99217500.0,0.1302503006945691,124.0,-0.041352932727292124
2021-11-23,369.6766662597656,393.5,354.2333374023437,389.1700134277344,108515100.0,0.12104185849423944,126.0,0.006284772484400847
2021-11-24,372.0,377.5899963378906,354.0,360.1300048828125,67680600.0,0.07478589956906283,98.0,-0.030537595031082
2021-11-26,360.6400146484375,369.5933227539063,360.3333435058594,366.489990234375,35042700.0,0.02130867376557032,87.0,0.050900227900227524
2021-11-29,378.9966735839844,380.8900146484375,366.7300109863281,366.9966735839844,58393500.0,0.09448794523536791,97.0,0.006833823403773698
2021-11-30,381.586669921875,389.3333435058594,372.6666564941406,381.4566650390625,81276000.0,0.10249076387924784,98.0,-0.04346763456194869
2021-12-01,365.0,390.9466552734375,363.586669921875,386.8999938964844,68450400.0,0.10138915553045988,115.0,-0.00949773919092467
2021-12-02,361.5333251953125,371.0,352.2166748046875,366.3533325195313,73114800.0,0.08455231450382313,116.0,-0.06419876077133224
